t [s];Tf [degC];P [W]
87360;23,97;9660
87420;23,98;9661
87480;23,97;9633
87540;23,97;9639
87600;23,97;9633
87660;23,97;9636
87720;23,98;9646
87780;23,98;9658
87840;23,99;9666
87900;23,98;9657
87960;23,98;9649
88020;23,98;9631
88080;23,98;9636
88140;23,98;9637
88200;23,98;9633
88260;23,99;9630
88320;23,99;9619
88380;23,99;9624
88440;23,99;9619
88500;23,99;9621
88560;23,99;9638
88620;23,99;9629
88680;23,99;9607
88740;23,99;9630
88800;24,00;9629
88860;23,99;9619
88920;24,00;9644
88980;24,00;9630
89040;24,00;9624
89100;24,00;9612
89160;24,00;9610
89220;24,00;9615
89280;24,00;9620
89340;24,01;9640
89400;24,01;9634
89460;24,01;9629
89520;24,01;9619
89580;24,01;9618
89640;24,01;9628
89700;24,01;9615
89760;24,01;9614
89820;24,01;9617
89880;24,01;9624
89940;24,02;9623
90000;24,01;9539
90060;23,99;9498
90120;24,00;9511
90180;24,01;9551
90240;24,01;9542
90300;24,01;9561
90360;24,02;9585
90420;24,02;9595
90480;24,03;9614
90540;24,03;9618
90600;24,03;9619
90660;24,03;9604
90720;24,03;9606
90780;24,03;9604
90840;24,03;9573
90900;24,04;9603
90960;24,03;9568
91020;24,01;9506
91080;24,01;9482
91140;24,02;9513
91200;24,02;9513
91260;24,03;9542
91320;24,03;9521
91380;24,04;9556
91440;24,04;9566
91500;24,05;9577
91560;24,04;9570
91620;24,05;9586
91680;24,05;9580
91740;24,06;9590
91800;24,06;9599
91860;24,06;9608
91920;24,07;9621
91980;24,07;9620
92040;24,07;9632
92100;24,07;9607
92160;24,07;9597
92220;24,09;9660
92280;24,08;9631
92340;24,07;9580
92400;24,07;9601
92460;24,07;9589
92520;24,07;9587
92580;24,07;9602
92640;24,07;9591
92700;24,08;9606
92760;24,08;9603
92820;24,08;9609
92880;24,09;9617
92940;24,09;9625
93000;24,09;9638
93060;24,09;9639
93120;24,09;9631
93180;24,09;9627
93240;24,09;9620
93300;24,10;9620
93360;24,10;9625
93420;24,10;9611
93480;24,10;9615
93540;24,11;9639
93600;24,11;9614
93660;24,10;9582
93720;24,10;9593
93780;24,11;9599
93840;24,11;9607
93900;24,11;9599
93960;24,12;9626
94020;24,12;9636
94080;24,12;9648
94140;24,15;9741
94200;24,15;9729
94260;24,15;9730
94320;24,15;9709
94380;24,15;9729
94440;24,15;9719
94500;24,14;9677
94560;24,14;9673
94620;24,14;9675
94680;24,13;9664
94740;24,13;9653
94800;24,13;9647
94860;24,13;9647
94920;24,13;9656
94980;24,13;9659
95040;24,13;9651
95100;24,13;9652
95160;24,14;9668
95220;24,14;9690
95280;24,14;9674
95340;24,14;9653
95400;24,14;9649
95460;24,14;9653
95520;24,15;9647
95580;24,16;9677
95640;24,15;9644
95700;24,15;9631
95760;24,15;9623
95820;24,15;9624
95880;24,15;9610
95940;24,15;9605
96000;24,16;9628
96060;24,16;9643
96120;24,17;9650
96180;24,17;9653
96240;24,17;9665
96300;24,17;9664
96360;24,17;9653
96420;24,17;9653
96480;24,17;9645
96540;24,17;9640
96600;24,17;9636
96660;24,17;9635
96720;24,17;9627
96780;24,17;9627
96840;24,18;9649
96900;24,18;9649
96960;24,18;9644
97020;24,19;9671
97080;24,13;9458
97140;24,13;9440
97200;24,14;9488
97260;24,15;9520
97320;24,15;9514
97380;24,16;9535
97440;24,17;9579
97500;24,17;9586
97560;24,17;9560
97620;24,17;9567
97680;24,18;9591
97740;24,18;9593
97800;24,18;9580
97860;24,18;9579
97920;24,19;9604
97980;24,19;9613
98040;24,19;9618
98100;24,19;9607
98160;24,19;9625
98220;24,20;9626
98280;24,21;9654
98340;24,20;9639
98400;24,21;9657
98460;24,20;9634
98520;24,20;9633
98580;24,20;9646
98640;24,20;9646
98700;24,20;9620
98760;24,20;9628
98820;24,20;9630
98880;24,20;9626
98940;24,20;9605
99000;24,20;9611
99060;24,21;9628
99120;24,21;9636
99180;24,21;9634
99240;24,21;9615
99300;24,21;9639
99360;24,21;9645
99420;24,22;9643
99480;24,22;9649
99540;24,21;9630
99600;24,22;9637
99660;24,22;9641
99720;24,21;9599
99780;24,22;9629
99840;24,22;9635
99900;24,22;9638
99960;24,22;9625
100020;24,23;9644
100080;24,23;9629
100140;24,23;9633
100200;24,23;9622
100260;24,23;9628
100320;24,23;9639
100380;24,23;9631
100440;24,22;9610
100500;24,23;9621
100560;24,24;9640
100620;24,23;9627
100680;24,24;9629
100740;24,24;9627
100800;24,23;9611
100860;24,23;9606
100920;24,23;9603
100980;24,23;9597
101040;24,23;9606
101100;24,23;9588
101160;24,23;9586
101220;24,23;9599
101280;24,24;9600
101340;24,25;9620
101400;24,24;9610
101460;24,24;9611
101520;24,25;9631
101580;24,25;9639
101640;24,25;9628
101700;24,25;9604
101760;24,25;9618
101820;24,25;9631
101880;24,25;9606
101940;24,25;9610
102000;24,26;9633
102060;24,25;9615
102120;24,25;9601
102180;24,26;9625
102240;24,26;9620
102300;24,26;9609
102360;24,26;9625
102420;24,26;9609
102480;24,26;9606
102540;24,26;9620
102600;24,26;9603
102660;24,26;9613
102720;24,27;9613
102780;24,27;9612
102840;24,26;9584
102900;24,27;9608
102960;24,27;9619
103020;24,27;9604
103080;24,27;9595
103140;24,27;9589
103200;24,27;9592
103260;24,27;9593
103320;24,27;9590
103380;24,27;9610
103440;24,28;9621
103500;24,28;9619
103560;24,29;9642
103620;24,29;9636
103680;24,28;9619
103740;24,29;9623
103800;24,29;9637
103860;24,29;9639
103920;24,29;9633
103980;24,29;9634
104040;24,29;9635
104100;24,30;9663
104160;24,32;9736
104220;24,32;9711
104280;24,31;9685
104340;24,33;9736
104400;24,30;9620
104460;24,29;9579
104520;24,30;9621
104580;24,30;9614
104640;24,30;9618
104700;24,30;9617
104760;24,29;9601
104820;24,30;9611
104880;24,30;9620
104940;24,30;9606
105000;24,30;9607
105060;24,30;9607
105120;24,30;9606
105180;24,30;9604
105240;24,31;9628
105300;24,31;9609
105360;24,31;9607
105420;24,32;9624
105480;24,32;9602
105540;24,32;9609
105600;24,33;9630
105660;24,32;9600
105720;24,33;9614
105780;24,33;9634
105840;24,33;9622
105900;24,33;9627
105960;24,32;9632
106020;24,31;9636
106080;24,31;9622
106140;24,31;9613
106200;24,32;9629
106260;24,32;9623
106320;24,32;9619
106380;24,32;9616
106440;24,32;9601
106500;24,33;9618
106560;24,33;9638
106620;24,33;9607
106680;24,33;9629
106740;24,34;9617
106800;24,34;9621
106860;24,34;9611
106920;24,34;9615
106980;24,35;9642
107040;24,35;9657
107100;24,35;9633
107160;24,36;9630
107220;24,36;9640
107280;24,35;9654
107340;24,36;9652
107400;24,35;9641
107460;24,36;9657
107520;24,36;9646
107580;24,36;9630
107640;24,36;9635
107700;24,36;9626
107760;24,36;9650
107820;24,36;9637
107880;24,36;9630
107940;24,37;9653
108000;24,36;9624
108060;24,36;9615
108120;24,36;9610
108180;24,37;9644
108240;24,38;9680
108300;24,38;9670
108360;24,37;9649
108420;24,38;9660
108480;24,38;9665
108540;24,38;9639
108600;24,38;9643
108660;24,38;9650
108720;24,37;9636
108780;24,37;9645
108840;24,38;9653
108900;24,38;9645
108960;24,38;9651
109020;24,39;9653
109080;24,39;9656
109140;24,39;9657
109200;24,38;9635
109260;24,38;9626
109320;24,38;9624
109380;24,38;9635
109440;24,39;9640
109500;24,38;9632
109560;24,38;9612
109620;24,39;9632
109680;24,39;9622
109740;24,39;9639
109800;24,39;9632
109860;24,39;9635
109920;24,40;9643
109980;24,40;9637
110040;24,40;9653
110100;24,40;9646
110160;24,40;9641
110220;24,41;9651
110280;24,40;9653
110340;24,40;9644
110400;24,40;9631
110460;24,40;9623
110520;24,40;9622
110580;24,40;9631
110640;24,40;9612
110700;24,41;9624
110760;24,42;9659
110820;24,42;9660
110880;24,41;9648
110940;24,41;9635
111000;24,41;9631
111060;24,41;9608
111120;24,41;9623
111180;24,42;9645
111240;24,42;9636
111300;24,42;9639
111360;24,41;9616
111420;24,42;9637
111480;24,43;9658
111540;24,43;9663
111600;24,43;9664
111660;24,43;9670
111720;24,44;9680
111780;24,43;9670
111840;24,43;9666
111900;24,44;9672
111960;24,44;9689
112020;24,45;9707
112080;24,44;9678
112140;24,43;9637
112200;24,43;9617
112260;24,42;9568
112320;24,42;9593
112380;24,42;9588
112440;24,43;9614
112500;24,43;9607
112560;24,44;9604
112620;24,44;9606
112680;24,44;9607
112740;24,43;9592
112800;24,43;9595
112860;24,43;9578
112920;24,43;9586
112980;24,43;9595
113040;24,43;9599
113100;24,43;9597
113160;24,43;9581
113220;24,44;9604
113280;24,42;9548
113340;24,40;9460
113400;24,41;9510
113460;24,42;9500
113520;24,42;9512
113580;24,43;9546
113640;24,43;9530
113700;24,43;9552
113760;24,43;9556
113820;24,44;9572
113880;24,44;9594
113940;24,44;9592
114000;24,44;9590
114060;24,45;9610
114120;24,45;9618
114180;24,44;9577
114240;24,49;9759
114300;24,51;9831
114360;24,50;9777
114420;24,49;9759
114480;24,49;9724
114540;24,49;9723
114600;24,49;9729
114660;24,49;9713
114720;24,48;9701
114780;24,48;9688
114840;24,48;9682
114900;24,47;9667
114960;24,47;9658
115020;24,49;9662
115080;24,49;9685
115140;24,49;9686
115200;24,49;9672
115260;24,49;9699
115320;24,49;9695
115380;24,49;9699
115440;24,49;9677
115500;24,48;9654
115560;24,48;9646
115620;24,48;9623
115680;24,47;9620
115740;24,48;9626
115800;24,48;9626
115860;24,48;9599
115920;24,47;9589
115980;24,48;9601
116040;24,48;9602
116100;24,48;9605
116160;24,48;9609
116220;24,49;9631
116280;24,49;9616
116340;24,49;9610
116400;24,49;9613
116460;24,49;9609
116520;24,49;9616
116580;24,49;9612
116640;24,49;9609
116700;24,50;9623
116760;24,50;9631
116820;24,50;9626
116880;24,50;9598
116940;24,50;9611
117000;24,50;9631
117060;24,50;9632
117120;24,51;9641
117180;24,51;9641
117240;24,51;9640
117300;24,51;9644
117360;24,51;9649
117420;24,51;9657
117480;24,51;9650
117540;24,51;9649
117600;24,51;9653
117660;24,51;9645
117720;24,52;9656
117780;24,51;9639
117840;24,51;9648
117900;24,52;9646
117960;24,51;9644
118020;24,51;9634
118080;24,51;9616
118140;24,51;9623
118200;24,52;9638
118260;24,52;9630
118320;24,52;9629
118380;24,53;9648
118440;24,53;9647
118500;24,53;9648
118560;24,53;9652
118620;24,53;9654
118680;24,53;9646
118740;24,53;9643
118800;24,54;9652
118860;24,53;9648
118920;24,53;9639
118980;24,53;9633
119040;24,53;9642
119100;24,53;9644
119160;24,53;9630
119220;24,54;9635
119280;24,54;9645
119340;24,54;9664
119400;24,54;9635
119460;24,54;9641
119520;24,54;9636
119580;24,54;9640
119640;24,54;9642
119700;24,54;9637
119760;24,55;9641
119820;24,54;9642
119880;24,55;9633
119940;24,55;9641
120000;24,55;9639
120060;24,55;9629
120120;24,55;9650
120180;24,52;9540
120240;24,49;9425
120300;24,51;9486
120360;24,52;9504
120420;24,52;9519
120480;24,53;9537
120540;24,53;9549
120600;24,54;9558
120660;24,54;9572
120720;24,55;9593
120780;24,54;9583
120840;24,54;9581
120900;24,55;9586
120960;24,55;9594
121020;24,55;9583
121080;24,55;9577
121140;24,55;9595
121200;24,55;9600
121260;24,55;9600
121320;24,56;9611
121380;24,56;9617
121440;24,56;9619
121500;24,57;9631
121560;24,57;9639
121620;24,56;9624
121680;24,56;9608
121740;24,56;9620
121800;24,56;9627
121860;24,57;9624
121920;24,57;9630
121980;24,57;9637
122040;24,56;9619
122100;24,56;9611
122160;24,56;9599
122220;24,57;9613
122280;24,57;9611
122340;24,57;9620
122400;24,57;9614
122460;24,57;9617
122520;24,56;9573
122580;24,56;9582
122640;24,57;9609
122700;24,57;9603
122760;24,57;9607
122820;24,57;9609
122880;24,57;9594
122940;24,57;9596
123000;24,58;9605
123060;24,58;9611
123120;24,58;9611
123180;24,57;9598
123240;24,58;9601
123300;24,58;9620
123360;24,59;9634
123420;24,59;9626
123480;24,59;9624
123540;24,58;9601
123600;24,61;9734
123660;24,61;9707
123720;24,61;9704
123780;24,61;9693
123840;24,60;9673
123900;24,60;9650
123960;24,60;9662
124020;24,60;9667
124080;24,58;9575
124140;24,57;9537
124200;24,62;9698
124260;24,63;9751
124320;24,61;9693
124380;24,61;9687
124440;24,61;9685
124500;24,62;9698
124560;24,62;9713
124620;24,62;9709
124680;24,62;9690
124740;24,62;9683
124800;24,61;9668
124860;24,61;9658
124920;24,62;9666
124980;24,62;9675
125040;24,62;9659
125100;24,62;9656
125160;24,62;9660
125220;24,62;9649
125280;24,62;9629
125340;24,62;9635
125400;24,62;9655
125460;24,63;9668
125520;24,63;9659
125580;24,62;9639
125640;24,62;9632
125700;24,63;9654
125760;24,63;9653
125820;24,63;9641
125880;24,63;9649
125940;24,63;9638
126000;24,63;9638
126060;24,63;9643
126120;24,63;9639
126180;24,63;9640
126240;24,63;9634
126300;24,63;9620
126360;24,63;9623
126420;24,63;9624
126480;24,63;9617
126540;24,64;9644
126600;24,64;9631
126660;24,64;9638
126720;24,64;9654
126780;24,64;9642
126840;24,64;9642
126900;24,64;9635
126960;24,64;9618
127020;24,64;9624
127080;24,64;9633
127140;24,64;9625
127200;24,64;9623
127260;24,64;9624
127320;24,64;9600
127380;24,64;9596
127440;24,65;9628
127500;24,65;9629
127560;24,65;9640
127620;24,65;9635
127680;24,65;9636
127740;24,65;9636
127800;24,65;9614
127860;24,65;9616
127920;24,66;9641
127980;24,65;9624
128040;24,65;9620
128100;24,66;9631
128160;24,66;9647
128220;24,66;9648
128280;24,66;9634
128340;24,66;9621
128400;24,66;9627
128460;24,66;9632
128520;24,66;9620
128580;24,66;9612
128640;24,66;9626
128700;24,67;9644
128760;24,67;9635
128820;24,66;9621
128880;24,66;9624
128940;24,67;9623
129000;24,67;9621
129060;24,67;9637
129120;24,67;9626
129180;24,67;9628
129240;24,67;9632
129300;24,67;9623
129360;24,67;9614
129420;24,67;9601
129480;24,67;9604
129540;24,67;9598
129600;24,67;9617
129660;24,68;9632
129720;24,68;9641
129780;24,68;9632
129840;24,68;9621
129900;24,68;9636
129960;24,68;9642
130020;24,68;9625
130080;24,68;9629
130140;24,68;9639
130200;24,68;9636
130260;24,69;9639
130320;24,68;9625
130380;24,69;9631
130440;24,68;9598
130500;24,69;9625
130560;24,69;9629
130620;24,69;9633
130680;24,69;9625
130740;24,69;9620
130800;24,69;9623
130860;24,69;9626
130920;24,69;9641
130980;24,69;9641
131040;24,69;9613
131100;24,69;9603
131160;24,70;9642
131220;24,70;9642
131280;24,70;9639
131340;24,70;9644
131400;24,70;9634
131460;24,70;9624
131520;24,70;9613
131580;24,70;9621
131640;24,70;9627
131700;24,70;9624
131760;24,70;9627
131820;24,70;9630
131880;24,70;9617
131940;24,70;9627
132000;24,70;9624
132060;24,71;9620
132120;24,71;9634
132180;24,71;9647
132240;24,71;9622
132300;24,71;9632
132360;24,71;9649
132420;24,71;9639
132480;24,71;9613
132540;24,71;9621
132600;24,71;9617
132660;24,71;9614
132720;24,71;9615
132780;24,72;9634
132840;24,72;9658
132900;24,72;9644
132960;24,72;9641
133020;24,72;9645
133080;24,72;9637
133140;24,72;9632
133200;24,72;9627
133260;24,71;9606
133320;24,71;9606
133380;24,72;9612
133440;24,72;9603
133500;24,72;9614
133560;24,72;9606
133620;24,72;9610
133680;24,72;9600
133740;24,72;9593
133800;24,72;9613
133860;24,73;9627
133920;24,73;9651
133980;24,73;9636
134040;24,73;9623
134100;24,74;9650
134160;24,74;9656
134220;24,74;9647
134280;24,74;9658
134340;24,74;9654
134400;24,74;9644
134460;24,74;9654
134520;24,74;9646
134580;24,74;9638
134640;24,74;9640
134700;24,74;9621
134760;24,74;9620
134820;24,74;9632
134880;24,74;9636
134940;24,74;9620
135000;24,74;9620
135060;24,74;9630
135120;24,75;9638
135180;24,74;9614
135240;24,74;9610
135300;24,75;9627
135360;24,75;9635
135420;24,75;9622
135480;24,75;9638
135540;24,75;9648
135600;24,75;9627
135660;24,75;9624
135720;24,75;9624
135780;24,75;9626
135840;24,76;9638
135900;24,76;9631
135960;24,76;9636
136020;24,77;9656
136080;24,77;9662
136140;24,76;9662
136200;24,77;9655
136260;24,77;9660
136320;24,76;9655
136380;24,76;9642
136440;24,76;9617
136500;24,74;9565
136560;24,75;9576
136620;24,75;9581
136680;24,75;9580
136740;24,76;9594
136800;24,75;9568
136860;24,74;9544
136920;24,75;9550
136980;24,75;9560
137040;24,76;9585
137100;24,76;9600
137160;24,76;9601
137220;24,76;9608
137280;24,77;9608
137340;24,78;9620
137400;24,78;9617
137460;24,77;9608
137520;24,78;9609
137580;24,78;9617
137640;24,78;9609
137700;24,77;9591
137760;24,78;9629
137820;24,78;9635
137880;24,78;9627
137940;24,77;9602
138000;24,78;9626
138060;24,78;9639
138120;24,79;9641
138180;24,79;9654
138240;24,79;9646
138300;24,79;9653
138360;24,79;9651
138420;24,79;9649
138480;24,80;9656
138540;24,79;9654
138600;24,79;9662
138660;24,78;9642
138720;24,78;9632
138780;24,79;9639
138840;24,79;9632
138900;24,79;9640
138960;24,78;9603
139020;24,78;9599
139080;24,79;9652
139140;24,80;9642
139200;24,79;9625
139260;24,80;9648
139320;24,80;9640
139380;24,79;9614
139440;24,80;9627
139500;24,80;9639
139560;24,80;9634
139620;24,81;9646
139680;24,80;9636
139740;24,81;9645
139800;24,81;9657
139860;24,80;9632
139920;24,81;9636
139980;24,81;9647
140040;24,81;9637
140100;24,81;9648
140160;24,81;9651
140220;24,81;9644
140280;24,81;9652
140340;24,81;9627
140400;24,81;9642
140460;24,81;9614
140520;24,81;9627
140580;24,81;9635
140640;24,81;9630
140700;24,81;9605
140760;24,81;9622
140820;24,81;9625
140880;24,81;9620
140940;24,81;9614
141000;24,81;9593
141060;24,81;9592
141120;24,81;9605
141180;24,82;9612
141240;24,82;9608
141300;24,82;9612
141360;24,82;9626
141420;24,82;9620
141480;24,82;9622
141540;24,83;9627
141600;24,82;9616
141660;24,82;9609
141720;24,83;9625
141780;24,82;9612
141840;24,83;9639
141900;24,81;9623
141960;24,81;9600
142020;24,81;9609
142080;24,81;9593
142140;24,82;9612
142200;24,82;9607
142260;24,83;9626
142320;24,83;9624
142380;24,83;9628
142440;24,83;9632
142500;24,83;9616
142560;24,83;9607
142620;24,83;9613
142680;24,84;9632
142740;24,84;9636
142800;24,84;9614
142860;24,84;9623
142920;24,84;9641
142980;24,84;9612
143040;24,84;9603
143100;24,84;9622
143160;24,84;9623
143220;24,84;9606
143280;24,85;9633
143340;24,85;9633
143400;24,85;9634
143460;24,85;9646
143520;24,85;9642
143580;24,85;9616
143640;24,85;9632
143700;24,85;9635
143760;24,85;9617
143820;24,85;9629
143880;24,85;9627
143940;24,86;9636
144000;24,86;9625
144060;24,86;9615
144120;24,86;9624
144180;24,86;9615
144240;24,86;9632
144300;24,86;9633
144360;24,86;9635
144420;24,87;9654
144480;24,87;9649
144540;24,87;9649
144600;24,87;9661
144660;24,87;9651
144720;24,86;9632
144780;24,86;9630
144840;24,86;9630
144900;24,87;9647
144960;24,87;9642
145020;24,87;9631
145080;24,86;9618
145140;24,86;9608
145200;24,87;9625
145260;24,87;9619
145320;24,87;9615
145380;24,87;9633
145440;24,87;9624
145500;24,87;9616
145560;24,87;9637
145620;24,87;9636
145680;24,87;9620
145740;24,88;9640
145800;24,88;9654
145860;24,88;9637
145920;24,89;9661
145980;24,88;9629
146040;24,87;9615
146100;24,88;9637
146160;24,88;9615
146220;24,88;9638
146280;24,88;9619
146340;24,88;9629
146400;24,88;9634
146460;24,89;9650
146520;24,89;9639
146580;24,88;9623
146640;24,89;9639
146700;24,89;9633
146760;24,89;9628
146820;24,89;9640
146880;24,89;9643
146940;24,89;9629
147000;24,89;9635
147060;24,89;9640
147120;24,88;9601
147180;24,89;9613
147240;24,89;9617
147300;24,89;9604
147360;24,89;9609
147420;24,89;9616
147480;24,89;9622
147540;24,89;9619
147600;24,89;9622
147660;24,90;9623
147720;24,89;9601
147780;24,89;9581
147840;24,89;9600
147900;24,90;9630
147960;24,90;9620
148020;24,90;9624
148080;24,91;9644
148140;24,91;9648
148200;24,91;9647
148260;24,91;9636
148320;24,90;9620
148380;24,90;9622
148440;24,91;9633
148500;24,91;9642
148560;24,91;9642
148620;24,91;9627
148680;24,91;9632
148740;24,91;9648
148800;24,90;9599
148860;24,91;9644
148920;24,90;9605
148980;24,91;9621
149040;24,91;9623
149100;24,91;9633
149160;24,91;9637
149220;24,91;9615
149280;24,91;9597
149340;24,91;9618
149400;24,91;9599
149460;24,91;9595
149520;24,92;9631
149580;24,91;9613
149640;24,95;9747
149700;24,98;9872
149760;24,96;9805
149820;24,96;9795
149880;24,96;9783
149940;24,95;9751
150000;24,95;9717
150060;24,95;9721
150120;24,95;9714
150180;24,94;9694
150240;24,94;9697
150300;24,93;9658
150360;24,94;9672
150420;24,94;9664
150480;24,94;9662
150540;24,93;9633
150600;24,93;9624
150660;24,93;9641
150720;24,93;9615
150780;24,93;9637
150840;24,93;9617
150900;24,93;9611
150960;24,93;9617
151020;24,93;9610
151080;24,94;9619
151140;24,94;9609
151200;24,94;9626
151260;24,95;9658
151320;24,95;9633
151380;24,94;9610
151440;24,94;9617
151500;24,94;9620
151560;24,95;9629
151620;24,96;9677
151680;24,96;9650
151740;24,95;9650
151800;24,95;9652
151860;24,95;9644
151920;24,96;9664
151980;24,96;9654
152040;24,95;9633
152100;24,95;9645
152160;24,95;9645
152220;24,95;9633
152280;24,96;9653
152340;24,96;9647
152400;24,95;9632
152460;24,95;9625
152520;24,96;9634
152580;24,95;9624
152640;24,95;9607
152700;24,96;9651
152760;24,95;9625
152820;24,95;9597
152880;24,95;9611
152940;24,95;9615
153000;24,95;9616
153060;24,96;9615
153120;24,96;9608
153180;24,96;9638
153240;24,96;9617
153300;24,97;9649
153360;24,96;9624
153420;24,96;9615
153480;24,96;9595
153540;24,97;9627
153600;24,96;9608
153660;24,96;9596
153720;24,97;9618
153780;24,97;9631
153840;24,96;9616
153900;24,96;9613
153960;24,97;9620
154020;24,97;9609
154080;24,97;9623
154140;24,97;9628
154200;24,97;9626
154260;24,97;9634
154320;24,98;9651
154380;24,98;9648
154440;24,98;9642
154500;24,97;9605
154560;24,97;9636
154620;24,98;9631
154680;24,98;9647
154740;24,98;9627
154800;24,98;9634
154860;24,98;9650
154920;24,98;9646
154980;24,98;9640
155040;24,97;9607
155100;24,98;9614
155160;24,98;9628
155220;24,98;9623
155280;24,98;9613
155340;24,98;9630
155400;24,99;9651
155460;24,98;9627
155520;24,98;9620
155580;24,98;9620
155640;24,98;9618
155700;24,99;9626
155760;24,99;9660
155820;24,99;9626
155880;24,99;9634
155940;24,99;9633
156000;24,98;9604
156060;24,98;9589
156120;24,98;9604
156180;24,99;9612
156240;24,99;9605
156300;24,98;9597
156360;24,99;9613
156420;24,99;9601
156480;24,98;9594
156540;24,98;9577
156600;24,98;9582
156660;24,99;9595
156720;24,99;9589
156780;24,99;9610
156840;24,99;9626
156900;25,00;9620
156960;25,00;9631
157020;25,00;9643
157080;25,00;9638
157140;25,00;9638
157200;25,00;9627
157260;25,01;9658
157320;25,01;9664
157380;25,01;9649
157440;25,00;9629
157500;25,01;9638
157560;25,01;9640
157620;25,01;9645
157680;25,00;9639
157740;25,01;9638
157800;25,01;9653
157860;25,01;9635
157920;25,00;9628
157980;25,01;9626
158040;25,01;9635
158100;25,01;9637
158160;25,01;9624
158220;25,01;9624
158280;25,01;9618
158340;25,01;9619
158400;25,01;9617
158460;25,01;9624
158520;25,01;9630
158580;25,01;9613
158640;25,01;9625
158700;25,02;9641
158760;25,02;9647
158820;25,02;9654
158880;25,02;9639
158940;25,01;9605
159000;25,01;9607
159060;25,02;9621
159120;25,01;9612
159180;25,01;9585
159240;25,01;9595
159300;25,01;9596
159360;25,01;9593
159420;25,02;9614
159480;25,02;9612
159540;25,02;9609
159600;25,02;9628
159660;25,02;9620
159720;25,02;9617
159780;25,03;9652
159840;25,03;9661
159900;25,03;9641
159960;25,04;9664
160020;25,03;9639
160080;25,03;9642
160140;25,03;9621
160200;25,03;9642
160260;25,04;9693
160320;25,04;9656
160380;25,03;9630
160440;25,04;9650
160500;25,03;9638
160560;25,03;9607
160620;25,03;9606
160680;25,04;9639
160740;25,04;9646
160800;25,04;9644
160860;25,04;9647
160920;25,04;9639
160980;25,04;9656
161040;25,04;9648
161100;25,04;9617
161160;25,04;9634
161220;25,04;9629
161280;25,04;9626
161340;25,04;9616
161400;25,04;9600
161460;25,04;9599
161520;25,04;9599
161580;25,05;9631
161640;25,04;9602
161700;25,04;9612
161760;25,05;9635
161820;25,04;9621
161880;25,05;9636
161940;25,05;9622
162000;25,04;9607
162060;25,05;9641
162120;25,05;9641
162180;25,05;9636
162240;25,06;9661
162300;25,06;9659
162360;25,05;9620
162420;25,05;9617
162480;25,05;9636
162540;25,05;9627
162600;25,06;9634
162660;25,05;9611
162720;25,05;9607
162780;25,06;9636
162840;25,06;9613
162900;25,05;9610
162960;25,06;9636
163020;25,07;9648
163080;25,06;9637
163140;25,07;9647
163200;25,07;9642
163260;25,08;9696
163320;25,09;9712
163380;25,08;9692
163440;25,08;9680
163500;25,08;9671
163560;25,08;9665
163620;25,07;9648
163680;25,07;9629
163740;25,08;9651
163800;25,08;9658
163860;25,07;9632
163920;25,07;9637
163980;25,08;9641
164040;25,08;9644
164100;25,08;9645
164160;25,08;9641
164220;25,07;9625
164280;25,08;9639
164340;25,07;9633
164400;25,08;9635
164460;25,08;9627
164520;25,08;9628
164580;25,08;9636
164640;25,08;9630
164700;25,08;9634
164760;25,08;9628
164820;25,08;9627
164880;25,08;9601
164940;25,07;9556
165000;25,07;9561
165060;25,07;9585
165120;25,07;9582
165180;25,08;9595
165240;25,08;9608
165300;25,08;9597
165360;25,08;9603
165420;25,08;9607
165480;25,08;9599
165540;25,08;9603
165600;25,09;9598
165660;25,09;9629
165720;25,09;9627
165780;25,09;9628
165840;25,09;9623
