t [s];Tf [degC];P [W]
165900;25,09;9643
165960;25,09;9621
166020;25,09;9597
166080;25,10;9638
166140;25,10;9644
166200;25,09;9609
166260;25,09;9605
166320;25,10;9626
166380;25,09;9632
166440;25,10;9642
166500;25,09;9617
166560;25,09;9610
166620;25,10;9632
166680;25,09;9618
166740;25,10;9627
166800;25,10;9632
166860;25,10;9643
166920;25,10;9640
166980;25,11;9652
167040;25,10;9646
167100;25,10;9618
167160;25,10;9628
167220;25,10;9626
167280;25,10;9625
167340;25,10;9602
167400;25,11;9648
167460;25,11;9653
167520;25,11;9660
167580;25,11;9663
167640;25,11;9653
167700;25,11;9663
167760;25,11;9650
167820;25,11;9640
167880;25,12;9655
167940;25,12;9657
168000;25,12;9650
168060;25,11;9637
168120;25,11;9625
168180;25,11;9631
168240;25,12;9643
168300;25,12;9652
168360;25,12;9628
168420;25,12;9653
168480;25,13;9668
168540;25,08;9466
168600;25,08;9475
168660;25,09;9510
168720;25,10;9550
168780;25,10;9543
168840;25,10;9550
168900;25,10;9559
168960;25,11;9571
169020;25,10;9565
169080;25,10;9558
169140;25,11;9586
169200;25,12;9604
169260;25,12;9601
169320;25,12;9577
169380;25,13;9580
169440;25,14;9602
169500;25,14;9591
169560;25,13;9589
169620;25,13;9597
169680;25,14;9623
169740;25,13;9613
169800;25,13;9617
169860;25,13;9611
169920;25,13;9622
169980;25,12;9584
170040;25,13;9612
170100;25,13;9623
170160;25,13;9643
170220;25,13;9630
170280;25,13;9613
170340;25,13;9621
170400;25,13;9600
170460;25,13;9609
170520;25,13;9620
170580;25,13;9616
170640;25,13;9625
170700;25,13;9641
170760;25,14;9652
170820;25,14;9648
170880;25,13;9630
170940;25,13;9632
171000;25,14;9645
171060;25,14;9617
171120;25,14;9616
171180;25,14;9615
171240;25,15;9642
171300;25,14;9644
171360;25,15;9636
171420;25,14;9621
171480;25,14;9624
171540;25,15;9641
171600;25,14;9611
171660;25,15;9636
171720;25,15;9646
171780;25,15;9639
171840;25,15;9645
171900;25,15;9632
171960;25,15;9629
172020;25,15;9642
172080;25,15;9638
172140;25,15;9624
172200;25,15;9639
172260;25,15;9649
172320;25,15;9628
172380;25,15;9626
172440;25,15;9621
172500;25,15;9643
172560;25,15;9624
172620;25,15;9615
172680;25,16;9634
172740;25,15;9630
172800;25,16;9633
172860;25,16;9633
172920;25,15;9620
172980;25,15;9608
173040;25,16;9627
173100;25,16;9632
173160;25,16;9615
173220;25,16;9623
173280;25,16;9622
173340;25,15;9600
173400;25,16;9598
173460;25,16;9621
173520;25,16;9614
173580;25,16;9618
173640;25,16;9626
173700;25,16;9601
173760;25,16;9609
173820;25,16;9606
173880;25,16;9621
173940;25,17;9631
174000;25,17;9628
174060;25,17;9643
174120;25,17;9633
174180;25,17;9612
174240;25,17;9637
174300;25,17;9619
174360;25,17;9616
174420;25,16;9608
174480;25,17;9624
174540;25,17;9613
174600;25,17;9598
174660;25,17;9622
174720;25,17;9630
174780;25,17;9620
174840;25,17;9623
174900;25,17;9624
174960;25,17;9623
175020;25,17;9613
175080;25,17;9609
175140;25,17;9614
175200;25,18;9613
175260;25,18;9633
175320;25,18;9623
175380;25,18;9622
175440;25,17;9614
175500;25,17;9603
175560;25,17;9601
175620;25,17;9603
175680;25,18;9611
175740;25,18;9614
175800;25,19;9617
175860;25,19;9622
175920;25,19;9633
175980;25,19;9616
176040;25,19;9635
176100;25,19;9636
176160;25,19;9614
176220;25,19;9627
176280;25,19;9629
176340;25,19;9624
176400;25,20;9633
176460;25,19;9609
176520;25,19;9598
176580;25,20;9629
176640;25,20;9640
176700;25,20;9652
176760;25,20;9640
176820;25,20;9632
176880;25,20;9634
176940;25,20;9638
177000;25,20;9623
177060;25,20;9620
177120;25,20;9620
177180;25,20;9611
177240;25,20;9619
177300;25,20;9631
177360;25,20;9602
177420;25,20;9611
177480;25,20;9617
177540;25,20;9593
177600;25,20;9611
177660;25,20;9641
177720;25,20;9638
177780;25,20;9633
177840;25,20;9633
177900;25,20;9639
177960;25,20;9642
178020;25,20;9626
178080;25,20;9613
178140;25,20;9607
178200;25,20;9595
178260;25,20;9605
178320;25,21;9626
178380;25,20;9614
178440;25,20;9593
178500;25,21;9614
178560;25,21;9622
178620;25,21;9613
178680;25,21;9613
178740;25,21;9618
178800;25,22;9638
178860;25,22;9610
178920;25,22;9596
178980;25,23;9618
179040;25,23;9626
179100;25,23;9610
179160;25,22;9597
179220;25,23;9612
179280;25,23;9620
179340;25,23;9613
179400;25,23;9609
179460;25,22;9593
179520;25,23;9615
179580;25,23;9605
179640;25,23;9609
179700;25,23;9606
179760;25,23;9624
179820;25,23;9624
179880;25,23;9614
179940;25,23;9621
180000;25,23;9613
180060;25,23;9622
180120;25,23;9595
180180;25,23;9592
180240;25,23;9614
180300;25,23;9587
180360;25,23;9596
180420;25,23;9590
180480;25,22;9563
180540;25,23;9589
180600;25,24;9605
180660;25,24;9609
180720;25,24;9626
180780;25,24;9615
180840;25,24;9607
180900;25,25;9629
180960;25,25;9637
181020;25,25;9639
181080;25,26;9673
181140;25,25;9619
181200;25,25;9612
181260;25,25;9629
181320;25,25;9623
181380;25,25;9623
181440;25,25;9627
181500;25,25;9621
181560;25,25;9622
181620;25,25;9605
181680;25,25;9633
181740;25,26;9635
181800;25,26;9637
181860;25,26;9646
181920;25,25;9632
181980;25,25;9621
182040;25,26;9615
182100;25,25;9601
182160;25,26;9612
182220;25,28;9683
182280;25,29;9725
182340;25,30;9778
182400;25,29;9737
182460;25,29;9734
182520;25,29;9710
182580;25,29;9700
182640;25,29;9698
182700;25,29;9688
182760;25,28;9676
182820;25,28;9668
182880;25,29;9680
182940;25,31;9783
183000;25,27;9620
183060;25,25;9548
183120;25,26;9584
183180;25,26;9567
183240;25,26;9573
183300;25,26;9582
183360;25,26;9573
183420;25,26;9573
183480;25,26;9583
183540;25,27;9587
183600;25,27;9601
183660;25,27;9605
183720;25,27;9589
183780;25,28;9606
183840;25,28;9606
183900;25,28;9614
183960;25,28;9615
184020;25,28;9603
184080;25,29;9626
184140;25,28;9599
184200;25,29;9599
184260;25,29;9607
184320;25,29;9609
184380;25,29;9596
184440;25,28;9577
184500;25,29;9582
184560;25,29;9607
184620;25,30;9630
184680;25,30;9636
184740;25,30;9640
184800;25,30;9631
184860;25,30;9615
184920;25,30;9620
184980;25,29;9615
185040;25,30;9619
185100;25,30;9631
185160;25,30;9615
185220;25,30;9609
185280;25,30;9608
185340;25,29;9584
185400;25,30;9621
185460;25,29;9585
185520;25,30;9602
185580;25,30;9626
185640;25,30;9611
185700;25,30;9604
185760;25,30;9591
185820;25,30;9594
185880;25,31;9634
185940;25,31;9657
186000;25,31;9631
186060;25,31;9629
186120;25,31;9637
186180;25,31;9626
186240;25,31;9625
186300;25,31;9617
186360;25,31;9608
186420;25,30;9598
186480;25,31;9608
186540;25,31;9621
186600;25,31;9628
186660;25,31;9624
186720;25,31;9609
186780;25,32;9627
186840;25,32;9638
186900;25,31;9616
186960;25,32;9631
187020;25,32;9609
187080;25,32;9628
187140;25,32;9617
187200;25,31;9594
187260;25,31;9590
187320;25,31;9581
187380;25,31;9566
187440;25,30;9548
187500;25,31;9562
187560;25,32;9584
187620;25,32;9588
187680;25,32;9625
187740;25,33;9639
187800;25,33;9622
187860;25,33;9654
187920;25,33;9636
187980;25,33;9626
188040;25,33;9618
188100;25,33;9619
188160;25,33;9607
188220;25,33;9617
188280;25,33;9626
188340;25,33;9594
188400;25,34;9628
188460;25,34;9635
188520;25,33;9611
188580;25,34;9634
188640;25,34;9620
188700;25,33;9623
188760;25,33;9619
188820;25,34;9631
188880;25,34;9644
188940;25,34;9622
189000;25,34;9619
189060;25,34;9630
189120;25,34;9621
189180;25,34;9597
189240;25,33;9582
189300;25,34;9619
189360;25,37;9728
189420;25,39;9806
189480;25,38;9771
189540;25,40;9862
189600;25,39;9809
189660;25,39;9812
189720;25,38;9778
189780;25,38;9747
189840;25,37;9733
189900;25,37;9715
189960;25,37;9691
190020;25,37;9717
190080;25,37;9702
190140;25,36;9679
190200;25,36;9673
190260;25,36;9678
190320;25,36;9671
190380;25,33;9537
190440;25,31;9449
190500;25,32;9491
190560;25,32;9491
190620;25,32;9513
190680;25,33;9519
190740;25,33;9548
190800;25,34;9557
190860;25,34;9564
190920;25,35;9586
190980;25,35;9581
191040;25,35;9562
191100;25,35;9578
191160;25,36;9579
191220;25,36;9584
191280;25,36;9592
191340;25,35;9576
191400;25,35;9555
191460;25,35;9559
191520;25,35;9564
191580;25,36;9580
191640;25,36;9596
191700;25,36;9594
191760;25,37;9596
191820;25,37;9634
191880;25,38;9670
191940;25,38;9668
192000;25,38;9674
192060;25,38;9678
192120;25,38;9667
192180;25,38;9655
192240;25,38;9644
192300;25,37;9638
192360;25,38;9655
192420;25,38;9658
192480;25,37;9630
192540;25,38;9640
192600;25,37;9619
192660;25,37;9622
192720;25,38;9639
192780;25,38;9653
192840;25,37;9634
192900;25,38;9649
192960;25,38;9647
193020;25,38;9652
193080;25,39;9673
193140;25,39;9666
193200;25,38;9658
193260;25,39;9663
193320;25,39;9666
193380;25,39;9646
193440;25,38;9630
193500;25,39;9640
193560;25,39;9639
193620;25,39;9654
193680;25,39;9651
193740;25,39;9634
193800;25,39;9643
193860;25,39;9648
193920;25,39;9631
193980;25,39;9641
194040;25,40;9657
194100;25,39;9647
194160;25,40;9646
194220;25,39;9635
194280;25,40;9654
194340;25,40;9667
194400;25,40;9664
194460;25,40;9648
194520;25,40;9659
194580;25,41;9669
194640;25,40;9642
194700;25,39;9615
194760;25,39;9620
194820;25,41;9657
194880;25,41;9653
194940;25,40;9633
195000;25,39;9609
195060;25,40;9624
195120;25,40;9629
195180;25,41;9653
195240;25,40;9620
195300;25,40;9616
195360;25,40;9630
195420;25,40;9626
195480;25,41;9653
195540;25,42;9676
195600;25,41;9647
195660;25,42;9675
195720;25,42;9688
195780;25,42;9660
195840;25,42;9664
195900;25,43;9694
195960;25,43;9687
196020;25,42;9670
196080;25,43;9672
196140;25,42;9661
196200;25,42;9656
196260;25,42;9656
196320;25,42;9655
196380;25,42;9650
196440;25,42;9653
196500;25,42;9639
196560;25,42;9644
196620;25,42;9639
196680;25,42;9629
196740;25,42;9641
196800;25,42;9625
196860;25,42;9632
196920;25,42;9642
196980;25,42;9637
197040;25,42;9625
197100;25,42;9622
197160;25,42;9629
197220;25,42;9629
197280;25,42;9631
197340;25,42;9633
197400;25,43;9631
197460;25,42;9632
197520;25,42;9629
197580;25,43;9624
197640;25,42;9621
197700;25,42;9622
197760;25,43;9624
197820;25,43;9626
197880;25,43;9640
197940;25,43;9629
198000;25,43;9616
198060;25,42;9609
198120;25,43;9626
198180;25,43;9628
198240;25,43;9633
198300;25,42;9609
198360;25,43;9602
198420;25,43;9624
198480;25,43;9617
198540;25,43;9621
198600;25,43;9634
198660;25,43;9628
198720;25,43;9619
198780;25,43;9610
198840;25,43;9606
198900;25,43;9620
198960;25,44;9625
199020;25,44;9627
199080;25,44;9645
199140;25,44;9642
199200;25,45;9651
199260;25,45;9647
199320;25,44;9639
199380;25,44;9633
199440;25,45;9649
199500;25,45;9655
199560;25,45;9664
199620;25,45;9670
199680;25,44;9632
199740;25,45;9642
199800;25,46;9665
199860;25,42;9545
199920;25,40;9467
199980;25,41;9501
200040;25,42;9514
200100;25,41;9504
200160;25,43;9545
200220;25,43;9565
200280;25,43;9566
200340;25,44;9587
200400;25,44;9598
200460;25,44;9601
200520;25,44;9565
200580;25,44;9587
200640;25,44;9589
200700;25,44;9595
200760;25,44;9582
200820;25,45;9590
200880;25,45;9619
200940;25,45;9626
201000;25,46;9633
201060;25,46;9621
201120;25,46;9653
201180;25,47;9655
201240;25,46;9641
201300;25,46;9636
201360;25,46;9658
201420;25,47;9657
201480;25,46;9644
201540;25,46;9647
201600;25,47;9663
201660;25,47;9685
201720;25,48;9706
201780;25,48;9699
201840;25,47;9662
201900;25,47;9655
201960;25,47;9650
202020;25,47;9667
202080;25,47;9676
202140;25,48;9699
202200;25,47;9683
202260;25,47;9648
202320;25,47;9657
202380;25,47;9650
202440;25,47;9625
202500;25,47;9629
202560;25,47;9638
202620;25,47;9650
202680;25,47;9627
202740;25,47;9628
202800;25,47;9630
202860;25,47;9629
202920;25,47;9634
202980;25,47;9639
203040;25,47;9638
203100;25,47;9631
203160;25,47;9632
203220;25,48;9654
203280;25,48;9668
203340;25,48;9633
203400;25,48;9636
203460;25,48;9645
203520;25,48;9655
203580;25,48;9633
203640;25,48;9660
203700;25,48;9661
203760;25,48;9640
203820;25,48;9627
203880;25,48;9636
203940;25,48;9642
204000;25,48;9641
204060;25,48;9616
204120;25,48;9639
204180;25,49;9652
204240;25,48;9637
204300;25,48;9642
204360;25,49;9645
204420;25,49;9642
204480;25,48;9637
204540;25,48;9608
204600;25,48;9608
204660;25,48;9623
204720;25,48;9615
204780;25,49;9638
204840;25,48;9613
204900;25,48;9616
204960;25,49;9630
205020;25,49;9619
205080;25,49;9638
205140;25,49;9645
205200;25,49;9634
205260;25,49;9644
205320;25,49;9646
205380;25,49;9628
205440;25,49;9635
205500;25,49;9638
205560;25,49;9642
205620;25,50;9651
205680;25,49;9635
205740;25,49;9619
205800;25,49;9603
205860;25,49;9607
205920;25,50;9644
205980;25,50;9649
206040;25,50;9647
206100;25,51;9671
206160;25,50;9665
206220;25,50;9646
206280;25,50;9646
206340;25,50;9645
206400;25,50;9650
206460;25,50;9653
206520;25,50;9636
206580;25,50;9646
206640;25,51;9650
206700;25,50;9646
206760;25,50;9630
206820;25,50;9631
206880;25,50;9619
206940;25,50;9640
207000;25,50;9637
207060;25,50;9632
207120;25,51;9643
207180;25,51;9654
207240;25,50;9637
207300;25,50;9621
207360;25,50;9631
207420;25,50;9635
207480;25,51;9642
207540;25,50;9621
207600;25,50;9617
207660;25,50;9622
207720;25,51;9634
207780;25,51;9626
207840;25,51;9626
207900;25,51;9623
207960;25,50;9617
208020;25,51;9622
208080;25,51;9625
208140;25,51;9622
208200;25,51;9636
208260;25,51;9640
208320;25,52;9652
208380;25,52;9661
208440;25,52;9646
208500;25,51;9635
208560;25,51;9623
208620;25,52;9635
208680;25,51;9630
208740;25,51;9597
208800;25,51;9611
208860;25,51;9616
208920;25,51;9617
208980;25,52;9630
209040;25,51;9605
209100;25,51;9615
209160;25,52;9628
209220;25,52;9643
209280;25,52;9626
209340;25,52;9617
209400;25,52;9617
209460;25,52;9634
209520;25,51;9610
209580;25,51;9608
209640;25,51;9604
209700;25,52;9618
209760;25,52;9611
209820;25,52;9610
209880;25,52;9627
209940;25,52;9618
210000;25,52;9601
210060;25,52;9604
210120;25,52;9627
210180;25,53;9641
210240;25,53;9629
210300;25,53;9646
210360;25,53;9662
210420;25,53;9644
210480;25,53;9636
210540;25,52;9616
210600;25,53;9633
210660;25,53;9634
210720;25,53;9631
210780;25,52;9608
210840;25,53;9639
210900;25,53;9651
210960;25,53;9623
211020;25,53;9619
211080;25,53;9628
211140;25,53;9629
211200;25,53;9635
211260;25,53;9632
211320;25,53;9618
211380;25,53;9614
211440;25,53;9622
211500;25,53;9626
211560;25,53;9627
211620;25,54;9644
211680;25,54;9663
211740;25,54;9649
211800;25,54;9638
211860;25,54;9642
211920;25,54;9638
211980;25,54;9648
212040;25,54;9637
212100;25,55;9656
212160;25,55;9656
212220;25,54;9639
212280;25,54;9644
212340;25,55;9648
212400;25,55;9653
212460;25,55;9650
212520;25,54;9627
212580;25,54;9624
212640;25,54;9635
212700;25,54;9631
212760;25,54;9632
212820;25,54;9631
212880;25,54;9632
212940;25,55;9636
213000;25,54;9623
213060;25,54;9629
213120;25,55;9649
213180;25,56;9665
213240;25,56;9672
213300;25,56;9661
213360;25,55;9654
213420;25,55;9635
213480;25,55;9657
213540;25,55;9649
213600;25,55;9641
213660;25,55;9638
213720;25,55;9636
213780;25,55;9626
213840;25,55;9618
213900;25,55;9630
213960;25,55;9630
214020;25,55;9636
214080;25,56;9637
214140;25,56;9638
214200;25,56;9638
214260;25,56;9642
214320;25,56;9651
214380;25,56;9648
214440;25,56;9645
214500;25,56;9642
214560;25,56;9644
214620;25,56;9641
214680;25,56;9634
214740;25,56;9631
214800;25,56;9611
214860;25,56;9620
214920;25,56;9625
214980;25,56;9620
215040;25,56;9632
215100;25,56;9625
215160;25,56;9637
215220;25,57;9644
215280;25,56;9628
215340;25,56;9630
215400;25,56;9623
215460;25,56;9617
215520;25,56;9610
215580;25,56;9613
215640;25,56;9627
215700;25,56;9625
215760;25,56;9627
215820;25,57;9631
215880;25,56;9622
215940;25,56;9625
216000;25,56;9614
216060;25,56;9601
216120;25,56;9594
216180;25,56;9613
216240;25,56;9616
216300;25,57;9621
216360;25,57;9621
216420;25,57;9629
216480;25,57;9629
216540;25,57;9618
216600;25,57;9626
216660;25,57;9635
216720;25,57;9636
216780;25,58;9647
216840;25,58;9650
216900;25,58;9652
216960;25,58;9654
217020;25,58;9653
217080;25,58;9646
217140;25,58;9636
217200;25,58;9634
217260;25,58;9631
217320;25,58;9638
217380;25,58;9655
217440;25,58;9647
217500;25,58;9624
217560;25,58;9614
217620;25,58;9637
217680;25,58;9619
217740;25,58;9639
217800;25,58;9630
217860;25,59;9643
217920;25,59;9643
217980;25,58;9616
218040;25,58;9613
218100;25,58;9621
218160;25,58;9626
218220;25,58;9624
218280;25,58;9627
218340;25,59;9641
218400;25,59;9642
218460;25,59;9643
218520;25,59;9637
218580;25,58;9620
218640;25,59;9621
218700;25,59;9621
218760;25,59;9631
218820;25,59;9633
218880;25,59;9634
218940;25,59;9625
219000;25,59;9626
219060;25,58;9604
219120;25,59;9603
219180;25,59;9606
219240;25,58;9594
219300;25,59;9595
219360;25,59;9600
219420;25,60;9631
219480;25,60;9626
219540;25,59;9609
219600;25,59;9611
219660;25,59;9611
219720;25,60;9611
219780;25,59;9602
219840;25,59;9603
219900;25,60;9616
219960;25,59;9610
220020;25,59;9599
220080;25,59;9593
220140;25,59;9595
220200;25,59;9598
220260;25,59;9592
220320;25,60;9607
220380;25,59;9604
220440;25,59;9601
220500;25,59;9604
220560;25,60;9609
220620;25,60;9613
220680;25,60;9613
220740;25,60;9623
220800;25,60;9603
220860;25,60;9608
220920;25,60;9614
220980;25,60;9621
221040;25,60;9615
221100;25,60;9604
221160;25,60;9601
221220;25,60;9607
221280;25,60;9614
221340;25,61;9631
221400;25,61;9644
221460;25,61;9632
221520;25,61;9652
221580;25,62;9661
221640;25,61;9615
221700;25,61;9617
221760;25,61;9632
221820;25,60;9606
221880;25,61;9618
221940;25,62;9647
222000;25,62;9657
222060;25,62;9649
222120;25,62;9672
222180;25,61;9637
222240;25,63;9709
222300;25,64;9706
222360;25,63;9702
222420;25,63;9699
222480;25,63;9680
222540;25,63;9659
222600;25,63;9652
222660;25,63;9664
222720;25,62;9657
222780;25,62;9630
222840;25,62;9637
222900;25,62;9642
222960;25,62;9613
223020;25,62;9623
223080;25,61;9598
223140;25,61;9599
223200;25,62;9632
223260;25,62;9607
223320;25,61;9582
223380;25,61;9594
223440;25,61;9580
223500;25,61;9591
223560;25,61;9594
223620;25,61;9589
223680;25,61;9580
223740;25,61;9583
223800;25,61;9585
223860;25,61;9583
223920;25,61;9581
223980;25,61;9585
224040;25,62;9609
224100;25,62;9610
224160;25,62;9594
224220;25,62;9605
224280;25,62;9601
224340;25,61;9583
224400;25,62;9573
224460;25,61;9566
224520;25,61;9576
224580;25,62;9587
224640;25,67;9779
224700;25,67;9791
224760;25,66;9747
224820;25,66;9732
224880;25,67;9773
224940;25,67;9790
225000;25,67;9780
225060;25,66;9744
225120;25,65;9686
225180;25,64;9671
225240;25,63;9632
225300;25,67;9760
225360;25,64;9668
225420;25,61;9556
225480;25,62;9605
225540;25,62;9591
225600;25,63;9599
225660;25,62;9592
225720;25,63;9600
225780;25,63;9606
225840;25,62;9578
225900;25,63;9614
225960;25,63;9597
226020;25,62;9569
226080;25,62;9586
226140;25,63;9589
226200;25,63;9583
226260;25,63;9596
226320;25,64;9611
226380;25,63;9581
226440;25,63;9581
226500;25,63;9583
226560;25,64;9585
226620;25,63;9564
226680;25,64;9596
226740;25,64;9592
226800;25,63;9577
226860;25,64;9603
226920;25,64;9603
226980;25,63;9585
227040;25,63;9562
227100;25,63;9552
227160;25,63;9571
227220;25,63;9572
227280;25,66;9670
227340;25,70;9818
227400;25,68;9751
227460;25,67;9726
227520;25,66;9691
227580;25,66;9676
227640;25,65;9651
227700;25,65;9648
227760;25,66;9667
227820;25,65;9630
227880;25,67;9714
227940;25,68;9729
228000;25,67;9717
228060;25,67;9692
228120;25,66;9657
228180;25,66;9685
228240;25,68;9739
228300;25,70;9828
228360;25,66;9672
228420;25,61;9473
228480;25,62;9515
228540;25,61;9468
228600;25,61;9469
228660;25,61;9473
228720;25,62;9500
228780;25,62;9482
228840;25,64;9584
228900;25,65;9602
228960;25,65;9620
229020;25,64;9571
229080;25,64;9569
229140;25,63;9509
229200;25,63;9538
229260;25,65;9587
229320;25,65;9589
229380;25,65;9575
229440;25,65;9594
229500;25,65;9603
229560;25,65;9591
229620;25,65;9586
229680;25,65;9562
229740;25,68;9671
229800;25,72;9819
229860;25,71;9796
229920;25,69;9759
229980;25,69;9728
230040;25,68;9681
230100;25,67;9675
230160;25,67;9661
230220;25,67;9672
230280;25,67;9678
230340;25,67;9659
230400;25,67;9659
230460;25,66;9635
230520;25,66;9614
230580;25,66;9640
230640;25,67;9659
230700;25,66;9624
230760;25,66;9627
230820;25,67;9645
230880;25,66;9604
230940;25,66;9596
231000;25,66;9591
231060;25,66;9606
231120;25,66;9609
231180;25,66;9607
231240;25,66;9593
231300;25,65;9539
231360;25,65;9555
231420;25,66;9550
231480;25,64;9516
231540;25,65;9538
231600;25,66;9575
231660;25,66;9556
231720;25,66;9549
231780;25,67;9591
231840;25,67;9619
231900;25,68;9628
231960;25,68;9635
232020;25,67;9610
232080;25,68;9656
232140;25,68;9644
232200;25,68;9651
232260;25,69;9658
232320;25,68;9623
232380;25,68;9645
232440;25,68;9642
232500;25,68;9639
232560;25,68;9644
232620;25,68;9634
232680;25,68;9644
232740;25,68;9627
232800;25,68;9619
232860;25,68;9619
232920;25,68;9620
232980;25,68;9635
233040;25,69;9660
233100;25,68;9650
233160;25,68;9621
233220;25,68;9643
233280;25,68;9638
233340;25,69;9674
233400;25,69;9653
233460;25,69;9672
233520;25,69;9662
233580;25,69;9672
233640;25,70;9691
233700;25,70;9677
233760;25,70;9675
233820;25,70;9677
233880;25,70;9680
233940;25,69;9656
234000;25,69;9627
234060;25,69;9647
234120;25,70;9678
234180;25,70;9678
234240;25,70;9673
234300;25,70;9681
234360;25,70;9671
234420;25,70;9667
234480;25,70;9652
234540;25,70;9650
234600;25,69;9623
234660;25,70;9639
234720;25,70;9645
234780;25,69;9627
234840;25,69;9623
234900;25,70;9648
234960;25,69;9617
235020;25,70;9632
235080;25,70;9625
235140;25,70;9641
235200;25,69;9614
235260;25,69;9605
235320;25,70;9634
235380;25,70;9624
235440;25,70;9613
235500;25,69;9593
235560;25,69;9596
235620;25,70;9618
235680;25,69;9576
235740;25,69;9582
235800;25,69;9593
235860;25,69;9600
235920;25,70;9614
235980;25,70;9615
236040;25,70;9608
236100;25,69;9586
236160;25,70;9608
236220;25,69;9581
236280;25,70;9605
236340;25,71;9632
236400;25,70;9616
236460;25,70;9602
236520;25,71;9619
236580;25,70;9604
236640;25,69;9579
236700;25,70;9586
236760;25,70;9585
236820;25,70;9587
236880;25,70;9622
236940;25,71;9646
237000;25,71;9631
237060;25,70;9609
237120;25,71;9629
237180;25,71;9650
237240;25,71;9634
237300;25,71;9626
237360;25,71;9633
237420;25,71;9616
237480;25,71;9617
237540;25,71;9638
237600;25,71;9613
237660;25,71;9616
237720;25,71;9619
237780;25,72;9643
237840;25,72;9634
237900;25,72;9640
237960;25,71;9638
238020;25,72;9650
238080;25,72;9646
238140;25,72;9640
238200;25,72;9649
238260;25,72;9640
238320;25,72;9645
238380;25,73;9676
238440;25,73;9682
238500;25,73;9672
238560;25,73;9676
238620;25,73;9662
238680;25,73;9652
238740;25,71;9611
238800;25,71;9602
238860;25,72;9637
238920;25,73;9648
238980;25,73;9675
239040;25,73;9662
239100;25,73;9656
239160;25,73;9652
239220;25,73;9647
239280;25,73;9654
239340;25,73;9662
239400;25,73;9659
239460;25,73;9664
239520;25,73;9657
239580;25,73;9634
239640;25,73;9645
239700;25,73;9662
239760;25,74;9672
239820;25,74;9681
239880;25,73;9664
239940;25,74;9662
240000;25,73;9645
240060;25,73;9637
240120;25,72;9595
240180;25,72;9604
240240;25,73;9631
240300;25,73;9621
240360;25,72;9603
240420;25,72;9606
240480;25,72;9606
240540;25,73;9616
240600;25,73;9613
240660;25,73;9596
240720;25,73;9606
240780;25,73;9614
240840;25,73;9613
240900;25,73;9610
240960;25,73;9617
241020;25,74;9644
241080;25,74;9654
241140;25,73;9621
241200;25,73;9613
241260;25,74;9640
241320;25,74;9631
241380;25,74;9626
241440;25,74;9618
241500;25,74;9646
241560;25,74;9649
241620;25,74;9639
241680;25,74;9633
241740;25,75;9647
241800;25,75;9647
241860;25,74;9631
241920;25,74;9635
241980;25,75;9659
242040;25,75;9666
242100;25,75;9667
242160;25,75;9662
242220;25,75;9641
242280;25,74;9615
242340;25,74;9630
242400;25,75;9655
242460;25,75;9651
242520;25,75;9664
242580;25,75;9658
242640;25,75;9642
242700;25,75;9656
242760;25,75;9632
242820;25,75;9627
242880;25,74;9607
242940;25,74;9604
243000;25,75;9627
243060;25,75;9647
243120;25,74;9602
243180;25,74;9592
243240;25,74;9610
243300;25,75;9611
243360;25,74;9596
243420;25,75;9610
243480;25,75;9615
243540;25,75;9627
243600;25,76;9654
243660;25,76;9649
243720;25,76;9636
