t [s];Tf [degC];P [W]
243780;25,76;9646
243840;25,76;9660
243900;25,76;9663
243960;25,76;9651
244020;25,76;9639
244080;25,76;9645
244140;25,76;9642
244200;25,75;9624
244260;25,75;9603
244320;25,74;9575
244380;25,75;9593
244440;25,75;9626
244500;25,75;9612
244560;25,76;9620
244620;25,76;9618
244680;25,76;9634
244740;25,76;9642
244800;25,76;9641
244860;25,76;9637
244920;25,77;9681
244980;25,78;9709
245040;25,78;9692
245100;25,78;9707
245160;25,78;9704
245220;25,78;9704
245280;25,78;9700
245340;25,77;9664
245400;25,77;9648
245460;25,77;9666
245520;25,78;9696
245580;25,77;9673
245640;25,78;9689
245700;25,78;9697
245760;25,78;9696
245820;25,78;9694
245880;25,76;9614
245940;25,76;9599
246000;25,77;9649
246060;25,77;9644
246120;25,77;9654
246180;25,77;9639
246240;25,78;9672
246300;25,77;9640
246360;25,76;9621
246420;25,77;9644
246480;25,78;9664
246540;25,78;9684
246600;25,78;9673
246660;25,77;9644
246720;25,78;9653
246780;25,78;9660
246840;25,77;9639
246900;25,77;9620
246960;25,77;9622
247020;25,77;9633
247080;25,76;9589
247140;25,76;9593
247200;25,77;9608
247260;25,77;9608
247320;25,78;9648
247380;25,77;9630
247440;25,76;9588
247500;25,76;9584
247560;25,77;9599
247620;25,76;9580
247680;25,76;9589
247740;25,76;9578
247800;25,76;9576
247860;25,77;9581
247920;25,76;9581
247980;25,76;9584
248040;25,77;9580
248100;25,77;9592
248160;25,77;9613
248220;25,78;9619
248280;25,78;9621
248340;25,78;9614
248400;25,77;9610
248460;25,78;9621
248520;25,78;9620
248580;25,77;9582
248640;25,78;9632
248700;25,78;9609
248760;25,79;9651
248820;25,78;9616
248880;25,78;9637
248940;25,77;9598
249000;25,77;9572
249060;25,76;9571
249120;25,77;9576
249180;25,78;9613
249240;25,77;9602
249300;25,77;9604
249360;25,78;9616
249420;25,78;9610
249480;25,79;9650
249540;25,79;9681
249600;25,79;9660
249660;25,79;9659
249720;25,79;9668
249780;25,79;9666
249840;25,80;9695
249900;25,80;9698
249960;25,80;9664
250020;25,79;9645
250080;25,79;9647
250140;25,79;9632
250200;25,79;9648
250260;25,79;9634
250320;25,79;9629
250380;25,78;9624
250440;25,78;9589
250500;25,78;9614
250560;25,78;9610
250620;25,79;9631
250680;25,79;9624
250740;25,79;9621
250800;25,79;9624
250860;25,79;9618
250920;25,79;9639
250980;25,80;9654
251040;25,80;9642
251100;25,79;9610
251160;25,79;9620
251220;25,79;9619
251280;25,79;9628
251340;25,79;9631
251400;25,80;9633
251460;25,79;9618
251520;25,79;9622
251580;25,80;9654
251640;25,81;9673
251700;25,80;9664
251760;25,79;9613
251820;25,80;9628
251880;25,80;9642
251940;25,80;9621
252000;25,79;9616
252060;25,80;9648
252120;25,80;9648
252180;25,79;9610
252240;25,79;9600
252300;25,79;9588
252360;25,79;9590
252420;25,79;9606
252480;25,79;9594
252540;25,80;9625
252600;25,80;9634
252660;25,80;9625
252720;25,80;9621
252780;25,80;9603
252840;25,81;9656
252900;25,80;9636
252960;25,80;9622
253020;25,80;9628
253080;25,80;9631
253140;25,80;9608
253200;25,80;9612
253260;25,80;9594
253320;25,80;9623
253380;25,80;9608
253440;25,80;9611
253500;25,81;9635
253560;25,82;9664
253620;25,81;9645
253680;25,81;9628
253740;25,82;9662
253800;25,82;9667
253860;25,82;9657
253920;25,81;9630
253980;25,80;9609
254040;25,80;9614
254100;25,81;9625
254160;25,81;9639
254220;25,81;9634
254280;25,81;9613
254340;25,82;9655
254400;25,82;9668
254460;25,82;9644
254520;25,81;9631
254580;25,81;9619
254640;25,81;9611
254700;25,81;9615
254760;25,82;9636
254820;25,82;9645
254880;25,82;9650
254940;25,82;9657
255000;25,82;9643
255060;25,82;9643
255120;25,82;9654
255180;25,82;9647
255240;25,82;9633
255300;25,82;9648
255360;25,83;9684
255420;25,83;9654
255480;25,82;9647
255540;25,82;9644
255600;25,83;9662
255660;25,82;9637
255720;25,82;9627
255780;25,82;9640
255840;25,82;9643
255900;25,81;9611
255960;25,81;9602
256020;25,81;9594
256080;25,82;9602
256140;25,82;9619
256200;25,82;9634
256260;25,83;9643
256320;25,82;9636
256380;25,82;9623
256440;25,82;9619
256500;25,82;9604
256560;25,82;9598
256620;25,82;9612
256680;25,83;9634
256740;25,83;9647
256800;25,83;9624
256860;25,83;9639
256920;25,83;9647
256980;25,83;9652
257040;25,83;9656
257100;25,84;9666
257160;25,83;9644
257220;25,84;9658
257280;25,83;9626
257340;25,83;9638
257400;25,83;9650
257460;25,83;9625
257520;25,82;9594
257580;25,82;9612
257640;25,83;9636
257700;25,83;9638
257760;25,83;9632
257820;25,83;9621
257880;25,83;9619
257940;25,83;9638
258000;25,84;9663
258060;25,84;9671
258120;25,84;9667
258180;25,85;9678
258240;25,84;9670
258300;25,84;9653
258360;25,84;9654
258420;25,84;9659
258480;25,85;9677
258540;25,84;9643
258600;25,84;9644
258660;25,84;9649
258720;25,84;9642
258780;25,84;9649
258840;25,84;9632
258900;25,85;9655
258960;25,85;9658
259020;25,85;9655
259080;25,85;9665
259140;25,85;9672
259200;25,85;9662
259260;25,85;9659
259320;25,85;9654
259380;25,84;9630
259440;25,85;9646
259500;25,86;9672
259560;25,85;9654
259620;25,84;9637
259680;25,84;9618
259740;25,84;9600
259800;25,84;9618
259860;25,84;9601
259920;25,84;9588
259980;25,84;9599
260040;25,83;9577
260100;25,84;9608
260160;25,85;9613
260220;25,85;9640
260280;25,85;9648
260340;25,85;9624
260400;25,83;9574
260460;25,84;9580
260520;25,84;9597
260580;25,84;9578
260640;25,83;9547
260700;25,83;9538
260760;25,84;9568
260820;25,84;9577
260880;25,84;9572
260940;25,84;9593
261000;25,84;9588
261060;25,85;9607
261120;25,85;9626
261180;25,85;9621
261240;25,86;9646
261300;25,86;9666
261360;25,86;9648
261420;25,85;9636
261480;25,84;9597
261540;25,85;9616
261600;25,85;9612
261660;25,84;9582
261720;25,85;9608
261780;25,85;9623
261840;25,85;9616
261900;25,85;9633
261960;25,86;9674
262020;25,87;9707
262080;25,87;9694
262140;25,86;9671
262200;25,86;9675
262260;25,86;9662
262320;25,86;9645
262380;25,86;9659
262440;25,86;9667
262500;25,86;9654
262560;25,86;9648
262620;25,86;9631
262680;25,85;9631
262740;25,86;9657
262800;25,87;9671
262860;25,86;9651
262920;25,86;9642
262980;25,86;9630
263040;25,87;9662
263100;25,86;9640
263160;25,87;9655
263220;25,87;9667
263280;25,87;9648
263340;25,87;9675
263400;25,87;9668
263460;25,87;9650
263520;25,87;9662
263580;25,87;9645
263640;25,86;9638
263700;25,86;9625
263760;25,86;9618
263820;25,87;9646
263880;25,86;9625
263940;25,86;9614
264000;25,87;9628
264060;25,87;9644
264120;25,86;9619
264180;25,86;9623
264240;25,87;9633
264300;25,86;9617
264360;25,87;9631
264420;25,86;9606
264480;25,86;9602
264540;25,86;9621
264600;25,87;9656
264660;25,87;9621
264720;25,86;9603
264780;25,87;9637
264840;25,87;9635
264900;25,87;9634
264960;25,88;9650
265020;25,88;9655
265080;25,87;9635
265140;25,86;9598
265200;25,86;9594
265260;25,86;9587
265320;25,86;9609
265380;25,84;9533
265440;25,86;9563
265500;25,85;9555
265560;25,85;9562
265620;25,86;9571
265680;25,87;9620
265740;25,87;9636
265800;25,87;9626
265860;25,88;9640
265920;25,88;9649
265980;25,89;9671
266040;25,89;9673
266100;25,89;9674
266160;25,89;9678
266220;25,89;9669
266280;25,89;9662
266340;25,89;9676
266400;25,90;9701
266460;25,87;9600
266520;25,83;9451
266580;25,84;9479
266640;25,85;9500
266700;25,85;9516
266760;25,86;9562
266820;25,86;9571
266880;25,87;9586
266940;25,87;9591
267000;25,87;9596
267060;25,88;9625
267120;25,88;9622
267180;25,88;9625
267240;25,88;9617
267300;25,88;9628
267360;25,88;9618
267420;25,88;9624
267480;25,89;9635
267540;25,89;9632
267600;25,89;9641
267660;25,89;9625
267720;25,88;9606
267780;25,89;9616
267840;25,89;9632
267900;25,89;9638
267960;25,89;9618
268020;25,89;9638
268080;25,89;9653
268140;25,89;9656
268200;25,88;9609
268260;25,88;9605
268320;25,89;9624
268380;25,88;9606
268440;25,88;9610
268500;25,89;9630
268560;25,89;9636
268620;25,89;9626
268680;25,89;9608
268740;25,88;9595
268800;25,89;9596
268860;25,89;9612
268920;25,89;9602
268980;25,89;9589
269040;25,89;9615
269100;25,89;9623
269160;25,89;9628
269220;25,90;9640
269280;25,90;9637
269340;25,90;9656
269400;25,90;9637
269460;25,89;9613
269520;25,89;9609
269580;25,89;9587
269640;25,89;9585
269700;25,89;9577
269760;25,89;9573
269820;25,89;9605
269880;25,89;9583
269940;25,90;9615
270000;25,90;9607
270060;25,90;9608
270120;25,90;9634
270180;25,90;9634
270240;25,90;9620
270300;25,91;9638
270360;25,91;9635
270420;25,91;9645
270480;25,91;9659
270540;25,91;9648
270600;25,91;9661
270660;25,92;9662
270720;25,91;9653
270780;25,90;9612
270840;25,89;9547
270900;25,90;9574
270960;25,90;9577
271020;25,90;9587
271080;25,89;9570
271140;25,90;9585
271200;25,89;9550
271260;25,90;9585
271320;25,90;9588
271380;25,91;9613
271440;25,91;9613
271500;25,91;9611
271560;25,91;9610
271620;25,91;9609
271680;25,91;9623
271740;25,92;9660
271800;25,92;9643
271860;25,92;9644
271920;25,92;9665
271980;25,92;9646
272040;25,93;9663
272100;25,94;9696
272160;25,93;9691
272220;25,92;9638
272280;25,92;9648
272340;25,92;9644
272400;25,92;9638
272460;25,92;9630
272520;25,92;9647
272580;25,92;9634
272640;25,92;9621
272700;25,92;9630
272760;25,93;9652
272820;25,93;9653
272880;25,93;9658
272940;25,93;9645
273000;25,93;9652
273060;25,93;9657
273120;25,93;9649
273180;25,92;9637
273240;25,93;9634
273300;25,93;9647
273360;25,94;9671
273420;25,94;9664
273480;25,93;9644
273540;25,94;9692
273600;25,95;9711
273660;25,94;9657
273720;25,93;9644
273780;25,92;9606
273840;25,93;9647
273900;25,93;9648
273960;25,94;9652
274020;25,94;9665
274080;25,94;9673
274140;25,94;9664
274200;25,93;9639
274260;25,93;9626
274320;25,93;9628
274380;25,93;9617
274440;25,93;9632
274500;25,93;9618
274560;25,93;9604
274620;25,93;9617
274680;25,93;9629
274740;25,93;9614
274800;25,93;9597
274860;25,93;9609
274920;25,93;9600
274980;25,93;9590
275040;25,93;9599
275100;25,93;9586
275160;25,93;9591
275220;25,93;9614
275280;25,94;9618
275340;25,93;9584
275400;25,94;9616
275460;25,94;9618
275520;25,94;9623
275580;25,94;9615
275640;25,94;9602
275700;25,94;9612
275760;25,94;9635
275820;25,94;9624
275880;25,94;9622
275940;25,93;9601
276000;25,94;9604
276060;25,94;9608
276120;25,93;9588
276180;25,94;9602
276240;25,94;9606
276300;25,94;9608
276360;25,95;9645
276420;25,95;9640
276480;25,94;9628
276540;25,94;9620
276600;25,94;9620
276660;25,95;9629
276720;25,95;9636
276780;25,94;9610
276840;25,95;9623
276900;25,95;9640
276960;25,95;9633
277020;25,95;9651
277080;25,95;9642
277140;25,94;9612
277200;25,95;9626
277260;25,95;9635
277320;25,95;9633
277380;25,95;9634
277440;25,95;9626
277500;25,95;9623
277560;25,95;9634
277620;25,95;9636
277680;25,95;9627
277740;25,95;9627
277800;25,95;9621
277860;25,95;9614
277920;25,96;9629
277980;25,96;9647
278040;25,95;9618
278100;25,95;9622
278160;25,96;9627
278220;25,96;9623
278280;25,96;9640
278340;25,97;9656
278400;25,97;9655
278460;25,96;9621
278520;25,96;9639
278580;25,97;9660
278640;25,98;9631
278700;25,99;9654
278760;25,99;9657
278820;25,99;9642
278880;25,99;9634
278940;25,99;9639
279000;25,99;9654
279060;25,99;9647
279120;25,98;9632
279180;25,98;9602
279240;25,98;9611
279300;25,99;9628
279360;25,99;9623
279420;25,99;9635
279480;25,98;9629
279540;25,98;9598
279600;25,99;9631
279660;25,99;9634
279720;25,99;9631
279780;25,99;9636
279840;25,99;9649
279900;25,99;9659
279960;25,99;9645
280020;25,99;9625
280080;26,00;9672
280140;26,00;9679
280200;26,00;9659
280260;26,00;9658
280320;26,00;9668
280380;26,00;9670
280440;26,00;9651
280500;26,00;9658
280560;26,00;9673
280620;26,01;9680
280680;26,00;9659
280740;26,00;9656
280800;26,01;9696
280860;26,00;9679
280920;26,00;9664
280980;26,00;9664
281040;26,00;9659
281100;26,01;9668
281160;26,00;9664
281220;26,01;9679
281280;26,01;9672
281340;26,00;9654
281400;26,01;9663
281460;26,01;9663
281520;26,01;9658
281580;26,00;9649
281640;26,00;9647
281700;26,00;9644
281760;26,00;9632
281820;26,00;9623
281880;26,00;9632
281940;26,00;9623
282000;25,99;9590
282060;26,00;9611
282120;26,00;9621
282180;26,00;9619
282240;26,00;9606
282300;26,00;9618
282360;26,00;9609
282420;26,01;9636
282480;26,01;9627
282540;26,01;9627
282600;26,01;9654
282660;26,01;9631
282720;26,01;9623
282780;26,01;9629
282840;26,01;9624
282900;26,01;9627
282960;26,01;9618
283020;26,01;9616
283080;26,01;9642
283140;26,01;9638
283200;26,01;9629
283260;26,02;9641
283320;26,01;9633
283380;26,01;9635
283440;26,01;9638
283500;26,01;9628
283560;26,01;9625
283620;26,02;9653
283680;26,02;9657
283740;26,02;9638
283800;26,02;9662
283860;26,02;9649
283920;26,02;9661
283980;26,02;9656
284040;26,02;9668
284100;26,02;9626
284160;26,02;9632
284220;26,02;9658
284280;26,03;9661
284340;26,03;9661
284400;26,02;9642
284460;26,02;9639
284520;26,02;9643
284580;26,02;9623
284640;26,01;9604
284700;26,01;9606
284760;26,02;9632
284820;26,02;9639
284880;26,02;9627
284940;26,02;9627
285000;26,02;9631
285060;26,03;9640
285120;26,03;9648
285180;26,03;9643
285240;26,02;9629
285300;26,02;9627
285360;26,03;9629
285420;26,02;9636
285480;26,02;9616
285540;26,02;9603
285600;26,02;9617
285660;26,02;9616
285720;26,02;9613
285780;26,03;9622
285840;26,03;9632
285900;26,03;9646
285960;26,03;9631
286020;26,03;9619
286080;26,03;9623
286140;26,03;9623
286200;26,03;9644
286260;26,03;9640
286320;26,03;9637
286380;26,03;9631
286440;26,03;9635
286500;26,03;9637
286560;26,03;9637
286620;26,03;9623
286680;26,03;9636
286740;26,02;9596
286800;26,03;9620
286860;26,02;9601
286920;26,03;9613
286980;26,03;9628
287040;26,03;9627
287100;26,03;9609
287160;26,03;9595
287220;26,03;9609
287280;26,03;9619
287340;26,03;9618
287400;26,03;9612
287460;26,03;9602
287520;26,03;9604
287580;26,03;9617
287640;26,04;9634
287700;26,04;9637
287760;26,04;9639
287820;26,04;9657
287880;26,04;9642
287940;26,05;9662
288000;26,05;9663
288060;26,04;9644
288120;26,05;9674
288180;26,04;9621
288240;26,03;9595
288300;26,03;9597
288360;26,04;9617
288420;26,04;9624
288480;26,04;9625
288540;26,04;9613
288600;26,04;9615
288660;26,04;9629
288720;26,04;9608
288780;26,04;9598
288840;26,03;9590
288900;26,05;9638
288960;26,09;9786
289020;26,06;9700
289080;25,99;9452
289140;26,00;9470
289200;26,01;9501
289260;26,01;9488
289320;26,01;9503
289380;26,04;9606
289440;26,04;9596
289500;26,05;9614
289560;26,05;9616
289620;26,05;9616
289680;26,07;9684
289740;26,07;9707
289800;26,06;9688
289860;26,06;9661
289920;26,06;9664
289980;26,06;9652
290040;26,05;9638
290100;26,06;9657
290160;26,06;9662
290220;26,06;9648
290280;26,06;9654
290340;26,06;9649
290400;26,05;9626
290460;26,05;9630
290520;26,07;9676
290580;26,08;9727
290640;26,04;9579
290700;26,02;9515
290760;26,03;9549
290820;26,04;9578
290880;26,04;9591
290940;26,04;9595
291000;26,04;9590
291060;26,05;9621
291120;26,06;9643
291180;26,06;9654
291240;26,06;9646
291300;26,06;9632
291360;26,06;9637
291420;26,06;9647
291480;26,06;9645
291540;26,06;9648
291600;26,07;9657
291660;26,07;9654
291720;26,06;9643
291780;26,06;9642
291840;26,06;9628
291900;26,05;9604
291960;26,06;9629
292020;26,07;9638
292080;26,07;9646
292140;26,07;9648
292200;26,06;9639
292260;26,06;9629
292320;26,06;9640
292380;26,06;9625
292440;26,06;9639
292500;26,06;9657
292560;26,07;9653
292620;26,07;9655
292680;26,07;9655
292740;26,06;9635
292800;26,07;9633
292860;26,07;9640
292920;26,06;9623
292980;26,06;9611
293040;26,06;9631
293100;26,07;9648
293160;26,07;9642
293220;26,07;9645
293280;26,07;9646
293340;26,07;9634
293400;26,07;9633
293460;26,07;9645
293520;26,07;9644
293580;26,07;9638
293640;26,07;9622
293700;26,07;9629
293760;26,07;9617
293820;26,07;9628
293880;26,07;9624
293940;26,07;9624
294000;26,07;9624
294060;26,07;9624
294120;26,08;9640
294180;26,07;9643
294240;26,07;9644
294300;26,08;9646
294360;26,08;9641
294420;26,07;9639
294480;26,08;9642
294540;26,08;9651
294600;26,08;9645
294660;26,07;9635
294720;26,07;9632
294780;26,07;9607
294840;26,07;9609
294900;26,07;9622
294960;26,07;9619
295020;26,07;9623
295080;26,07;9626
295140;26,07;9630
295200;26,07;9618
295260;26,07;9620
295320;26,08;9646
295380;26,08;9634
295440;26,08;9633
295500;26,07;9619
295560;26,07;9619
295620;26,08;9632
295680;26,08;9634
295740;26,08;9630
295800;26,08;9635
295860;26,08;9642
295920;26,08;9635
295980;26,08;9642
296040;26,08;9638
296100;26,08;9622
296160;26,08;9644
296220;26,09;9650
296280;26,08;9636
296340;26,08;9629
296400;26,08;9636
296460;26,08;9636
296520;26,08;9628
296580;26,08;9630
296640;26,09;9647
296700;26,09;9639
296760;26,08;9641
296820;26,09;9645
296880;26,09;9644
296940;26,09;9645
297000;26,08;9630
297060;26,08;9632
297120;26,08;9632
297180;26,08;9621
297240;26,08;9611
297300;26,08;9613
297360;26,09;9630
297420;26,08;9613
297480;26,08;9610
297540;26,08;9614
297600;26,09;9636
297660;26,09;9616
297720;26,08;9617
297780;26,09;9618
297840;26,09;9638
297900;26,09;9633
297960;26,08;9627
298020;26,08;9611
298080;26,10;9642
298140;26,09;9640
298200;26,09;9635
298260;26,09;9624
298320;26,09;9615
298380;26,09;9624
298440;26,09;9623
298500;26,09;9635
298560;26,10;9644
298620;26,10;9641
298680;26,10;9638
298740;26,09;9619
298800;26,09;9630
298860;26,10;9645
298920;26,10;9654
298980;26,10;9637
299040;26,10;9640
299100;26,10;9640
299160;26,10;9629
299220;26,09;9613
299280;26,10;9625
299340;26,10;9632
299400;26,10;9619
299460;26,09;9602
299520;26,10;9629
299580;26,10;9631
299640;26,10;9630
299700;26,10;9645
299760;26,10;9644
299820;26,10;9653
299880;26,11;9664
299940;26,11;9646
300000;26,10;9630
300060;26,10;9632
300120;26,10;9630
300180;26,10;9618
300240;26,10;9618
300300;26,11;9638
300360;26,11;9643
300420;26,11;9646
300480;26,11;9635
300540;26,11;9668
300600;26,11;9661
300660;26,11;9650
300720;26,11;9649
300780;26,11;9644
300840;26,11;9639
300900;26,11;9631
300960;26,11;9625
301020;26,11;9642
301080;26,11;9642
301140;26,11;9641
301200;26,11;9648
301260;26,11;9640
301320;26,11;9631
301380;26,11;9630
301440;26,11;9627
301500;26,11;9620
301560;26,11;9620
301620;26,11;9632
301680;26,11;9642
301740;26,11;9635
301800;26,11;9637
301860;26,11;9633
301920;26,11;9611
301980;26,11;9627
302040;26,11;9632
302100;26,12;9658
302160;26,12;9650
302220;26,12;9640
302280;26,12;9651
302340;26,12;9655
302400;26,12;9638
302460;26,12;9633
302520;26,12;9632
302580;26,12;9633
302640;26,11;9614
302700;26,11;9597
302760;26,11;9610
302820;26,11;9618
302880;26,11;9611
302940;26,12;9620
303000;26,12;9644
303060;26,12;9635
303120;26,12;9618
303180;26,12;9619
303240;26,12;9632
303300;26,12;9627
303360;26,12;9626
303420;26,12;9635
303480;26,12;9628
303540;26,12;9631
303600;26,12;9622
303660;26,12;9612
303720;26,12;9626
303780;26,13;9642
303840;26,13;9641
303900;26,12;9624
303960;26,12;9627
304020;26,13;9632
304080;26,13;9645
304140;26,12;9634
304200;26,12;9602
304260;26,12;9609
304320;26,12;9617
304380;26,12;9620
304440;26,13;9632
304500;26,13;9629
304560;26,13;9632
304620;26,13;9625
304680;26,13;9630
304740;26,12;9612
304800;26,13;9628
304860;26,13;9637
304920;26,13;9628
304980;26,13;9612
305040;26,13;9618
305100;26,13;9623
305160;26,13;9645
305220;26,13;9639
305280;26,13;9624
305340;26,13;9631
305400;26,13;9623
305460;26,13;9607
305520;26,13;9618
305580;26,13;9630
305640;26,13;9623
305700;26,13;9611
305760;26,13;9619
305820;26,13;9633
305880;26,13;9615
305940;26,13;9611
306000;26,13;9611
306060;26,13;9600
306120;26,13;9617
306180;26,13;9613
306240;26,13;9607
306300;26,13;9613
306360;26,13;9606
306420;26,13;9614
306480;26,13;9601
306540;26,13;9603
306600;26,13;9600
306660;26,13;9590
306720;26,13;9600
306780;26,13;9619
306840;26,13;9608
306900;26,13;9590
306960;26,13;9607
307020;26,13;9622
307080;26,14;9620
307140;26,14;9624
307200;26,14;9629
307260;26,14;9637
307320;26,14;9633
307380;26,13;9614
307440;26,13;9594
307500;26,13;9593
307560;26,13;9610
307620;26,13;9612
307680;26,13;9592
307740;26,13;9598
307800;26,14;9625
307860;26,14;9619
307920;26,14;9634
307980;26,14;9617
308040;26,14;9607
308100;26,14;9604
308160;26,14;9607
308220;26,14;9636
308280;26,14;9629
308340;26,14;9612
308400;26,14;9635
308460;26,14;9640
308520;26,14;9626
308580;26,14;9625
308640;26,14;9633
308700;26,14;9632
308760;26,15;9651
308820;26,18;9768
308880;26,19;9806
308940;26,13;9593
309000;26,14;9594
309060;26,14;9599
309120;26,14;9587
309180;26,11;9508
309240;26,15;9620
309300;26,16;9691
309360;26,16;9685
309420;26,16;9675
309480;26,16;9685
309540;26,17;9693
309600;26,16;9662
309660;26,15;9638
309720;26,15;9615
309780;26,14;9610
309840;26,15;9613
309900;26,14;9604
309960;26,15;9637
310020;26,15;9625
310080;26,15;9609
310140;26,15;9625
310200;26,15;9610
310260;26,15;9592
310320;26,15;9605
310380;26,15;9598
310440;26,15;9619
310500;26,15;9605
310560;26,15;9586
310620;26,15;9605
310680;26,15;9605
310740;26,15;9593
310800;26,14;9578
310860;26,14;9565
310920;26,15;9593
310980;26,15;9611
311040;26,15;9612
311100;26,15;9614
311160;26,15;9600
311220;26,15;9614
311280;26,16;9642
311340;26,16;9641
311400;26,16;9645
311460;26,16;9623
311520;26,16;9617
311580;26,16;9635
311640;26,16;9638
311700;26,17;9661
311760;26,16;9625
311820;26,16;9650
311880;26,16;9612
311940;26,16;9623
312000;26,16;9627
312060;26,16;9613
312120;26,15;9600
312180;26,16;9641
312240;26,16;9639
312300;26,17;9651
312360;26,17;9647
312420;26,17;9655
312480;26,16;9638
312540;26,16;9629
312600;26,17;9637
312660;26,16;9592
312720;26,16;9605
312780;26,16;9610
312840;26,15;9568
312900;26,15;9583
312960;26,15;9579
313020;26,15;9563
313080;26,16;9615
313140;26,16;9615
313200;26,16;9617
313260;26,16;9601
313320;26,16;9619
313380;26,20;9730
313440;26,19;9715
313500;26,17;9645
313560;26,17;9641
313620;26,17;9643
313680;26,17;9634
313740;26,18;9682
313800;26,18;9682
313860;26,18;9682
313920;26,19;9686
313980;26,19;9701
314040;26,20;9730
314100;26,20;9709
314160;26,20;9715
314220;26,19;9699
314280;26,19;9706
314340;26,19;9692
314400;26,19;9683
314460;26,18;9666
314520;26,19;9683
314580;26,19;9678
314640;26,18;9646
314700;26,17;9631
314760;26,17;9623
314820;26,17;9604
314880;26,17;9603
314940;26,18;9649
315000;26,19;9682
315060;26,18;9636
315120;26,17;9603
315180;26,17;9613
315240;26,17;9596
315300;26,17;9605
315360;26,17;9606
315420;26,17;9604
315480;26,18;9641
315540;26,18;9619
315600;26,18;9609
315660;26,18;9607
315720;26,17;9580
315780;26,18;9598
315840;26,17;9584
315900;26,18;9596
315960;26,17;9573
316020;26,17;9584
316080;26,17;9574
316140;26,18;9592
316200;26,17;9586
316260;26,17;9568
316320;26,17;9555
316380;26,17;9578
316440;26,16;9550
316500;26,17;9584
316560;26,19;9638
316620;26,19;9644
316680;26,19;9635
316740;26,19;9641
316800;26,19;9656
316860;26,19;9656
316920;26,19;9647
316980;26,19;9646
317040;26,20;9675
317100;26,19;9660
317160;26,18;9610
317220;26,18;9598
317280;26,18;9616
317340;26,18;9610
317400;26,18;9614
317460;26,18;9611
317520;26,18;9603
317580;26,18;9616
317640;26,18;9593
317700;26,18;9590
317760;26,18;9597
317820;26,17;9589
317880;26,19;9622
317940;26,19;9660
318000;26,20;9672
318060;26,20;9673
318120;26,20;9660
318180;26,20;9668
318240;26,20;9667
318300;26,19;9612
318360;26,18;9594
318420;26,19;9616
318480;26,18;9602
318540;26,19;9624
318600;26,19;9634
318660;26,18;9596
318720;26,19;9622
318780;26,19;9634
318840;26,19;9628
318900;26,19;9628
318960;26,18;9606
319020;26,19;9618
319080;26,20;9658
319140;26,20;9672
319200;26,20;9653
319260;26,20;9658
319320;26,20;9666
319380;26,20;9651
319440;26,20;9658
319500;26,20;9638
319560;26,19;9631
319620;26,20;9658
319680;26,21;9656
319740;26,21;9661
319800;26,21;9670
319860;26,20;9655
319920;26,20;9629
319980;26,20;9641
320040;26,21;9665
320100;26,21;9663
320160;26,21;9652
320220;26,20;9645
320280;26,21;9661
320340;26,20;9641
320400;26,20;9650
320460;26,21;9654
320520;26,21;9649
320580;26,22;9703
320640;26,22;9682
320700;26,21;9647
320760;26,21;9645
320820;26,21;9659
320880;26,21;9654
320940;26,20;9637
321000;26,21;9645
321060;26,21;9635
321120;26,20;9603
321180;26,19;9589
321240;26,19;9584
321300;26,19;9574
321360;26,19;9561
321420;26,20;9615
321480;26,20;9594
321540;26,19;9576
321600;26,20;9599
